Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
84903809960,21100499081,,,9780080983004,Geologic and Geochemical Constraints on Earth's Early Atmosphere,Farquhar J.,Treatise on Geochemistry: Second Edition,2013-01-01,43,Book,Book Chapter,,6,10.1016/B978-0-08-095975-7.01304-8,"University of Maryland, College Park-College Park-United Statesx"
84903809331,21100499213,,,9780080983004,The Early History of Life,Nisbet E.G.,Treatise on Geochemistry: Second Edition,2013-01-01,18,Book,Book Chapter,,10,10.1016/B978-0-08-095975-7.00801-9,"Royal Holloway, University of London-Egham-United Kingdomx"
84903802470,21100498642,,,9780080983004,The Origin and Earliest History of the Earth,Halliday A.N.,Treatise on Geochemistry: Second Edition,2013-01-01,12,Book,Book Chapter,,2,10.1016/B978-0-08-095975-7.00123-6,University of Oxford-Oxford-United Kingdomx
84891499222,15838,,20734433,,Use of traditional weather/climate knowledge by farmers in the South-Western free State of South Africa: Agrometeorological learning by scientists,Zuma-Netshiukhwi G.,Atmosphere,2013-01-01,64,Journal,Article,,4,10.3390/atmos4040383,South African Weather Service-Pretoria-South Africax
84887753165,19500157214,00721077,,9780813725000,"Smaller, better, more: Five decades of advances in geochemistry",Johnson C.M.,Special Paper of the Geological Society of America,2013-01-01,8,Book Series,Article,,500,10.1130/2013.2500(08),"National Aeronautics and Space Administration-Washington, D.C.-United Statesx"
84880302735,21100280076,,,9781620819791,"Planetary beat, solar wind and terrestrial climate",Mörner N.,"Solar Wind: Emission, Technologies and Impacts",2012-12-01,6,Book,Book Chapter,,,,
84876569359,21100403216,,,9780190267919,The Moon in the Nautilus Shell: Discordant Harmonies Reconsidered,Botkin D.,The Moon in the Nautilus Shell: Discordant Harmonies Reconsidered,2012-09-27,25,Book,Book,,,10.1093/acprof:osobl/9780199913916.001.0001,"University of California, Santa Barbara-Santa Barbara-United Statesx"
84864671342,29784,1364503X,,,"The runaway greenhouse: Implications for future climate change, geoengineering and planetary atmospheres",Goldblatt C.,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",2012-09-13,90,Journal,Article,,370,10.1098/rsta.2012.0004,University of Victoria-Victoria-Canadax
84911024188,21101071608,,,9781136288418,Science and Public Reason,Jasanoff S.,Science and Public Reason,2012-07-26,244,Book,Book,,,10.4324/9780203113820,John F. Kennedy School of Government-Cambridge-United Statesx
84861657914,28599,87551209,,,The faint young Sun problem,Feulner G.,Reviews of Geophysics,2012-06-01,195,Journal,Article,RG2006,50,10.1029/2011RG000375,Potsdam Institut fur Klimafolgenforschung-Potsdam-Germanyx
84861930178,29719,00346861,15390756,,"Ice structures, patterns, and processes: A view across the icefields",Bartels-Rausch T.,Reviews of Modern Physics,2012-05-24,256,Journal,Article,,84,10.1103/RevModPhys.84.885,Paul Scherrer Institut-Villigen-Switzerlandx
84860520404,22005,00846597,,,"The habitability of our earth and other earths: Astrophysical, geochemical, geophysical, and biological limits on planet habitability",Lineweaver C.H.,Annual Review of Earth and Planetary Sciences,2012-05-01,50,Book Series,Article,,40,10.1146/annurev-earth-042711-105531,The Australian National University-Canberra-Australiax
85026683967,21100826119,,,9783642103346,Remote sensing and atmospheric ozone: Human activities versus natural variability,Cracknell A.P.,Remote Sensing and Atmospheric Ozone: Human Activities Versus Natural Variability,2012-01-01,10,Book,Book,,,10.1007/978-3-642-10334-6,
84917311523,21101072927,,,9781136462931,"Tourism and Climate Change: Impacts, adaptation and mitigation",Scott D.,"Tourism and Climate Change: Impacts, Adaptation and Mitigation",2012-01-01,350,Book,Book,,,10.4324/9780203127490,University of Waterloo-Waterloo-Canadax
83855162766,28436,13646826,,,A shared frequency set between the historical mid-latitude aurora records and the global surface temperature,Scafetta N.,Journal of Atmospheric and Solar-Terrestrial Physics,2012-01-01,44,Journal,Article,,74,10.1016/j.jastp.2011.10.013,Duke University-Durham-United Statesx
84894292217,27202,,20751729,,"Theory of the origin, evolution, and nature of life",Andrulis E.D.,Life,2011-12-23,10,Journal,Article,,2,10.3390/life2010001,CASE School of Medicine-Cleveland-United Statesx
84905940770,21100329370,,,9781439907122,"Ecomusicology: Rock, folk, and the environment",Pedelty M.,"Ecomusicology: Rock, Folk, and the Environment",2011-12-01,76,Book,Book,,,,University of Minnesota Twin Cities-Minneapolis-United Statesx
84887904044,21100268004,,,9781402084065,"The transantarctic mountains: Rocks, ice, meteorites and water",Faure G.,"The Transantarctic Mountains: Rocks, Ice, Meteorites and Water",2011-12-01,25,Book,Book,,,10.1007/978-90-481-9390-5,Byrd Polar and Climate Research Center-Columbus-United Statesx
79956294762,26765,0004637X,15384357,,Model spectra of the first potentially habitable Super-Earth - Gl581d,Kaltenegger L.,Astrophysical Journal,2011-05-20,46,Journal,Article,35,733,10.1088/0004-637X/733/1/35,Max Planck Institute for Astronomy-Heidelberg-Germanyx
85032849745,21100798790,,,0309145880,Advancing the science of climate change,,Advancing the Science of Climate Change,2011-01-10,35,Book,Book,,,10.17226/12782,
85144435616,21101128041,,,9780123852274,"Earth as an Evolving Planetary System, Second Edition",Condie K.C.,"Earth as an Evolving Planetary System, Second Edition",2011-01-01,2,Book,Book,,,10.1016/C2010-0-65818-4,
85013897346,21100251380,,,9780123852274,Earth as an Evolving Planetary System,Condie K.C.,Earth as an Evolving Planetary System,2011-01-01,49,Book,Book,,,10.1016/C2010-0-65818-4,New Mexico Institute of Mining and Technology-Socorro-United Statesx
84920184287,21100364086,,,9783642131790,Oxygen and the evolution of life,Decker H.,Oxygen and the Evolution of Life,2011-01-01,27,Book,Book,,,10.1007/978-3-642-13179-0,Johannes Gutenberg-Universität Mainz-Mainz-Germanyx
84895405314,21100584095,,,9780444521491,The Yeasts,Kurtzman C.p.,The Yeasts,2011-01-01,58,Book,Book,,1-3,,USDA ARS National Center for Agricultural Utilization Research-Peoria-United Statesx
84882003457,21100250767,,,9783110197914,Chemistry of the Climate System,Möller D.,Chemistry of the Climate System,2010-12-23,25,Book,Book,,,10.1515/9783110228359,Brandenburgische Technische Universität Cottbus-Cottbus-Germanyx
84891566399,21100258266,,,9783527325405,Energy for a Sustainable World: From the Oil Age to a Sun-Powered Future,Armaroli N.,Energy for a Sustainable World: From the Oil Age to a Sun-Powered Future,2010-12-14,147,Book,Book,,,10.1002/9783527633593,Consiglio Nazionale delle Ricerche-Rome-Italyx
84886607026,21100264815,20421443,20421451,9780857246196,Epilogue: Tourism and the implications of climate change,Schott C.,Bridging Tourism Theory and Practice,2010-12-01,2,Book Series,Article,,3,10.1108/S2042-1443(2010)0000003021,Victoria University of Wellington-Wellington-New Zealandx
77956489681,23340,00092665,15206890,,Some molecular moments of the Hadean and Archaean Aeons: A retrospective overview from the interfacing years of the second to third millennia,McGuinness E.T.,Chemical Reviews,2010-09-08,9,Journal,Article,,110,10.1021/cr050061l,Seton Hall University-South Orange-United Statesx
84925618607,21100807027,,,9781444323498,Big history and the future of humanity,Spier F.,Big History and the Future of Humanity,2010-08-02,121,Book,Book,,,10.1002/9781444323498,Universiteit van Amsterdam-Amsterdam-Netherlandsx
84911065735,21100346806,,,9781849776370,Cents and sustainability: Securing our common future by decoupling economic growth from environmental pressures,Smith M.H.,Cents and Sustainability: Securing Our Common Future by Decoupling Economic Growth from Environmental Pressures,2010-07-30,51,Book,Book,,,10.4324/9781849776370,The Fenner School of Environment &amp; Society-Canberra-Australiax
85052722886,21100781915,,,0309116023,America's energy future: Technology and transformation,,America's Energy Future: Technology and Transformation,2010-01-15,8,Book,Book,,,10.17226/12091,
85055782516,21100884083,,,9781439882115,Introduction to green chemistry,Matlack A.,"Introduction to Green Chemistry, Second Edition",2010-01-01,70,Book,Book,,,,
84925685113,21100381680,,,9781139168212,"Light and photosynthesis in aquatic ecosystems, third edition",Kirk J.T.O.,"Light and Photosynthesis in Aquatic Ecosystems, third edition",2010-01-01,74,Book,Book,,,10.1017/CBO9781139168212,
67650270441,12503,00344257,,,Earth system science related imaging spectroscopy-An assessment,Schaepman M.E.,Remote Sensing of Environment,2009-09-01,281,Journal,Article,,113,10.1016/j.rse.2009.03.001,Wageningen University &amp; Research-Wageningen-Netherlandsx
69249150557,23314,02723646,,,"Solar arctic-mediated climate variation on multidecadal to centennial timescales: Empirical evidence, mechanistic explanation, and testable consequences",Soon W.W.H.,Physical Geography,2009-08-31,32,Journal,Article,,30,10.2747/0272-3646.30.2.144,Harvard-Smithsonian Center for Astrophysics-Cambridge-United Statesx
84923038718,21100373559,,,9781139194853,"The geology of Australia, second edition",Johnson D.,"The Geology of Australia, Second Edition",2009-01-01,2,Book,Book,,,10.1017/CBO9781139194853,James Cook University-Townsville-Australiax
84879392644,21100843677,,,9780253023919,Islands in the Cosmos: The evolution of life on land,Russell D.A.,Islands in the Cosmos: The Evolution of Life on Land,2009-01-01,13,Book,Book,,,,North Carolina State Museum of Natural Sciences-Raleigh-United Statesx
67349158305,26756,09354956,,,What makes a planet habitable?,Lammer H.,Astronomy and Astrophysics Review,2009-01-01,266,Journal,Review,,17,10.1007/s00159-009-0019-z,Institut fur Weltraumforschung-Graz-Austriax
56749109558,4900152709,16108957,16131851,9783540769446,The search for extraterrestrial life,Hanslmeier A.,Advances in Astrobiology and Biogeophysics,2009-01-01,2,Book Series,Article,,,10.1007/978-3-540-76945-3_8,Universität Graz-Graz-Austriax
84895294926,21100291017,,,9783540758327,Airglow as an indicator of upper atmospheric structure and dynamics,Khomich V.Y.,Airglow as an Indicator of Upper Atmospheric Structure and Dynamics,2008-12-01,125,Book,Book,,,10.1007/978-3-540-75833-4,Russian Foundation for Basic Research-Moscow-Russian Federationx
52149084831,4900152709,16108957,16131851,9783540768166,Optimizing space exploration,Schulze-Makuch D.,Advances in Astrobiology and Biogeophysics,2008-09-25,3,Book Series,Article,,,10.1007/978-3-540-76817-3_13,Washington State University Pullman-Pullman-United Statesx
84896227052,21100297556,,,9780801889844,Atmospheric science at NASA: A history,Conway E.,Atmospheric Science at NASA: A History,2008-01-01,40,Book,Book,,,,
54749110351,21100372043,,,9780191711138,Radiation and Climate,Vardavas I.,Radiation and Climate,2008-01-01,18,Book,Book,,,10.1093/acprof:oso/9780199227471.001.0001,University of Crete-Rethymnon-Greecex
37549001267,4900152709,16108957,16131851,9783540756781,The search for and future of life in the universe,Marion G.M.,Advances in Astrobiology and Biogeophysics,2008-01-01,0,Book Series,Article,,,10.1007/978-3-540-75679-8_6,Desert Research Institute Reno-Reno-United Statesx
85125908357,21101079649,,,9781420005011,Ecotoxicology: A Comprehensive Treatment,Newman M.C.,Ecotoxicology: A Comprehensive Treatment,2007-12-13,109,Book,Book,,,,Savannah River Ecology Laboratory-Aiken-United Statesx
47249139766,21100249148,,,9781847204707,Science and public policy: The virtuous corruption of virtual environmental science,Kellow A.,Science and Public Policy: The Virtuous Corruption of Virtual Environmental Science,2007-12-01,21,Book,Book,,,,University of Tasmania-Hobart-Australiax
85039863706,21100844202,,,9781847208767,Science and Public Policy: The Virtuous Corruption of Virtual Environmental Science,Kellow A.,Science and Public Policy: The Virtuous Corruption of Virtual Environmental Science,2007-10-26,1,Book,Book,,,10.4337/9781847208767,University of Tasmania-Hobart-Australiax
85048652512,11700154347,15719197,,,Global Warming and Global Cooling: Evolution of Climate on Earth,Sorokhtin O.G.,Developments in Earth and Environmental Sciences,2007-01-01,5,Book Series,Review,,5,10.1016/S1571-9197(06)05001-4,
85047219316,13090,15311074,,,M stars as targets for terrestrial exoplanet searches and biosignature detection,Scalo J.,Astrobiology,2007-01-01,298,Journal,Review,,7,10.1089/ast.2006.0125,The University of Texas at Austin-Austin-United Statesx
84891478075,21100277798,,,0387303340,The quest for food: A natural history of eating,Brüssow H.,The Quest for Food: A Natural History of Eating,2007-01-01,22,Book,Book,,,10.1007/0-387-45461-6,
84884387204,21100380791,,,9780511546013,Climate change 2007 mitigation of climate change,Metz B.,Climate Change 2007 Mitigation of Climate Change,2007-01-01,414,Book,Book,,9780521880114,10.1017/CBO9780511546013,Netherlands Environmental Assessment Agency-Sierra Leonex
79952443442,21100273943,,,140204397X,Long-term variations in the galactic environment of the sun,Shaviv N.J.,Solar Journey: The Significance of Our Galactic Environment for the Heliosphere and Earth,2006-12-01,6,Book,Book Chapter,,,10.1007/1-4020-4557-3_5,Hebrew University of Jerusalem-Jerusalem-Israelx
33750087893,13602,09628436,,,Physical conditions on the early Earth,Lunine J.I.,Philosophical Transactions of the Royal Society B: Biological Sciences,2006-10-29,38,Journal,Conference Paper,,361,10.1098/rstb.2006.1900,The University of Arizona-Tucson-United Statesx
33750188815,13925,14348454,,,Gullies on Mars,Reiss D.,DLR Deutsches Zentrum fur Luft- und Raumfahrt e.V. - Forschungsberichte,2006-10-25,0,Book Series,Article,,,,Deutsches Zentrum für Luft- und Raumfahrt (DLR)-Koln-Germanyx
33748434639,27781,00046280,,,Astrophysics in 2005,Trimble V.,Publications of the Astronomical Society of the Pacific,2006-07-01,5,Journal,Article,,118,10.1086/506157,"University of California, Irvine-Irvine-United Statesx"
85115041783,21101059435,,,9780444510051,Meyler’s side effects of drugs: The international encyclopedia of adverse drug reactions and interactions,Aronson J.K.,Meyler’s Side Effects of Drugs 15E: The International Encyclopedia of Adverse Drug Reactions and Interactions,2006-01-06,139,Book,Book,,,,
33947528528,28261,00386308,15729672,,"Interstellar-terrestrial relations: Variable cosmic environments, the dynamic heliosphere, and their imprints on terrestrial archives and climate",Scherer K.,Space Science Reviews,2006-01-01,80,Journal,Article,,127,10.1007/s11214-006-9126-6,Ruhr-Universitat Bochum-Bochum-Germanyx
33751297101,13090,15311074,,,"The Astrobiology Primer: An outline of general knowledge - Version 1, 2006",Mix L.J.,Astrobiology,2006-01-01,26,Journal,Article,,6,10.1089/ast.2006.6.735,
33750487788,27181,01679295,,,Environmental context,Martin H.,"Earth, Moon and Planets",2006-01-01,13,Journal,Article,,98,10.1007/s11038-006-9090-x,"Laboratoire Magmas et Volcans, Clermont-Ferrand-Aubiere-Francex"
31744438271,20448,00179310,,,Heat transfer-A review of 2003 literature,Goldstein R.J.,International Journal of Heat and Mass Transfer,2006-01-01,83,Journal,Review,,49,10.1016/j.ijheatmasstransfer.2005.11.001,College of Science and Engineering-Minneapolis-United Statesx
84893407973,19700173023,16144961,,,The sun in time: Activity and environment,Güdel M.,Living Reviews in Solar Physics,2005-12-01,102,Journal,Article,,4,,Max Planck Institute for Astronomy-Heidelberg-Germanyx
27644539838,12959,01696149,,,Habitable zones in the universe,Gonzalez G.,Origins of Life and Evolution of the Biosphere,2005-12-01,58,Journal,Article,,35,10.1007/s11084-005-5010-8,Iowa State University-Ames-United Statesx
18844371962,27781,00046280,,,Astrophysics in 2004,Trimble V.,Publications of the Astronomical Society of the Pacific,2005-04-01,5,Journal,Article,,117,10.1086/429117,"University of California, Irvine-Irvine-United Statesx"
18144394377,13090,15311074,,,Beyond the principle of plentitude: A review of terrestrial planet habitability,Gaidos E.,Astrobiology,2005-04-01,37,Journal,Review,,5,10.1089/ast.2005.5.100,University of Hawaiʻi at Mānoa-Honolulu-United Statesx
17044421331,29466,14312174,,,Extraterrestrial hydrogeology,Baker V.R.,Hydrogeology Journal,2005-03-01,25,Journal,Review,,13,10.1007/s10040-004-0433-2,The University of Arizona-Tucson-United Statesx
13644252291,20448,00179310,,,Heat transfer - A review of 2002 literature,Goldstein R.J.,International Journal of Heat and Mass Transfer,2005-02-01,42,Journal,Review,,48,10.1016/j.ijheatmasstransfer.2004.10.011,College of Science and Engineering-Minneapolis-United Statesx
85013729990,21100591032,,,9780120883929,Earth as an Evolving Planetary System,Condie K.C.,Earth as an Evolving Planetary System,2005-01-01,214,Book,Book,,,10.1016/B978-0-12-088392-9.X5000-2,New Mexico Institute of Mining and Technology-Socorro-United Statesx
84929299807,21100412736,,,9780080533278,Handbook of Stable Isotope Analytical Techniques,de Groot P.A.,Handbook of Stable Isotope Analytical Techniques,2004-12-18,111,Book,Book,,,,
85144114536,21101126495,,,9780120883929,Earth as an Evolving Planetary System,Condie K.C.,Earth as an Evolving Planetary System,2004-01-01,4,Book,Book,,,10.1016/B978-0-12-088392-9.X5000-2,
77956745564,12000154530,01662635,,,Chapter 9 Towards a synthesis,Eriksson P.G.,Developments in Precambrian Geology,2004-01-01,23,Book Series,Book Chapter,,12,10.1016/S0166-2635(04)80011-2,
84942415009,21100410678,,,9780080548074,The Origin and Earliest History of the Earth,Halliday A.N.,Treatise on Geochemistry,2003-12-04,46,Book,Book Chapter,,1-9,10.1016/B0-08-043751-6/01070-7,ETH Zürich-Zurich-Switzerlandx
0242425707,26651,00664146,,,Evolution of a Habitable Planet,Kasting J.,Annual Review of Astronomy and Astrophysics,2003-11-24,407,Book Series,Conference Paper,,41,10.1146/annurev.astro.41.071601.170049,Pennsylvania State University-University Park-United Statesx
0242494274,26477,00167622,,,Mega geocycles: Echoes of astronomical events,Tiwari R.,Journal of the Geological Society of India,2003-08-01,2,Journal,Article,,62,,National Geophysical Research Institute India-Hyderabad-Indiax
84951277737,21100938126,,,0203221893,Cultuxres of disaster: Society and natural Hazard in the Philippines,Bankoff G.,Cultures of Disaster: Society and Natural Hazard in the Philippines,2003-01-01,249,Book,Book,,,10.4324/9780203221891,The University of Auckland-Auckland-New Zealandx
84929718031,21100392916,,,9780511535499,Life's solution: Inevitable humans in a lonely universe,Morris S.C.,Life's Solution: Inevitable Humans in a Lonely Universe,2003-01-01,240,Book,Book,,,10.1017/CBO9780511535499,University of Cambridge-Cambridge-United Kingdomx
0037176036,21101038510,01480227,,,"The case for rainfall on a warm, wet early Mars",Craddock R.A.,Journal of Geophysical Research: Planets,2002-11-25,435,Journal,Article,,107,10.1029/2001JE001505,"Smithsonian National Air and Space Museum-Washington, D.C.-United Statesx"
41549091200,28428,01480227,,,Continuous day and night aerosol optical depth observations in the Arctic between 1991 and 1999,Herber A.,Journal of Geophysical Research: Atmospheres,2002-05-27,136,Journal,Article,,107,10.1029/2001jd000536,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-Germanyx
0037177570,23571,00368075,,,Climatology: The Sun's role in climate variations,Rind D.,Science,2002-04-26,233,Journal,Review,,296,10.1126/science.1069562,Columbia University-New York-United Statesx
0036755292,19348,00040843,,,A North American Arctic aerosol climatology using ground-based sunphotometry,Bokoye A.,Arctic,2002-01-01,13,Journal,Article,,55,10.14430/arctic706,Université de Sherbrooke-Sherbrooke-Canadax
0036736313,32805,02806509,,,Long-term evolution of the global carbon cycle: Historic minimum of global surface temperature at present,Franck S.,"Tellus, Series B: Chemical and Physical Meteorology",2002-01-01,26,Journal,Article,,54,10.1034/j.1600-0889.2002.201377.x,Potsdam Institut fur Klimafolgenforschung-Potsdam-Germanyx
0035538310,27781,00046280,,,Astrophysics in 2000,Trimble V.,Publications of the Astronomical Society of the Pacific,2001-09-01,8,Journal,Article,,113,10.1086/322844,"University of California, Irvine-Irvine-United Statesx"
0033841942,27522,00206814,19382839,,"Natural hazards: Geology, engineering, agriculture, and sociopolitical/humanitarian considerations for the twenty-first century",Smith J.V.,International Geology Review,2000-01-01,2,Journal,Article,,42,10.1080/00206810009465103,Center for Advanced Radiation Sources-Chicago-United Statesx
0033371425,22278,08838305,,,Late Ordovician glaciation under high atmospheric CO<inf>2</inf>: A coupled model analysis,Poussart P.F.,Paleoceanography,1999-01-01,62,Journal,Article,,14,10.1029/1999PA900021,University of Victoria-Victoria-Canadax
0032471294,27181,01679295,,,Habitable zone around other stars,Forget F.,"Earth, Moon and Planets",1998-12-01,12,Journal,Conference Paper,,81,10.1023/A:1006305004223,Laboratoire de Météorologie Dynamique-Palaiseau-Francex
6244228150,22568,13438832,18805981,,The impact of solar irradiance on the Maunder Minimum climate,Mendoza B.,"Earth, Planets and Space",1997-01-01,0,Journal,Article,,49,,Universidad Nacional Autónoma de México-Mexico-Mexicox
0031424451,34890,00221392,,,The impact of solar irradiance on the maunder minimum climate,Mendoza B.,Journal of Geomagnetism and Geoelectricity,1997-01-01,2,Journal,Article,,49,10.5636/jgg.49.957,Universidad Nacional Autónoma de México-Mexico-Mexicox
0029973706,23915,00032700,,,Infrared spectroscopy,McKelvy M.L.,Analytical Chemistry,1996-06-15,61,Journal,Review,,68,,University of Detroit Mercy-Detroit-United Statesx
0011475970,26651,00664146,,,The goldilocks problem: Climatic evolution and long-term habitability of terrestrial planets,Rampino M.,Annual Review of Astronomy and Astrophysics,1994-01-01,35,Book Series,Article,,32,10.1146/annurev.aa.32.090194.000503,New York University-New York-United Statesx
0027849118,22580,00128252,,,Earth's glacial record and its tectonic setting,Eyles N.,Earth Science Reviews,1993-01-01,389,Journal,Article,,35,10.1016/0012-8252(93)90002-O,University of Toronto-Toronto-Canadax
0027538885,27241,00191035,10902643,,Habitable Zones around Main Sequence Stars,Kasting J.,Icarus,1993-01-01,1722,Journal,Article,,101,10.1006/icar.1993.1010,Pennsylvania State University-University Park-United Statesx
